Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,99.0999984741211,101.77999877929688,99.04000091552734,101.72000122070312,89.33800506591797,17171200,0.014967072258328162,97.71849975585937,99.3547998046875,104.47320003509522,0.23515124229565076,57.978824902877314,0.7873516264635896,0.22541199758173863,1746654484.9609375,0,0,0.0,         
2020-10-16,101.41000366210938,102.33000183105469,100.72000122070312,101.51000213623047,89.1535873413086,13275000,-0.0020644817337056587,97.87649993896484,99.44019989013673,104.27530006408692,0.23513711965901837,57.24811636790134,0.8572693686321742,0.3517834717918258,1347545278.3584595,0,0,0.0,         
2020-10-19,101.5999984741211,101.87000274658203,99.55999755859375,99.80000305175781,87.6517333984375,11725700,-0.01684562159872449,98.10100021362305,99.44860000610352,104.08260009765625,0.2135900682855766,51.55076451130637,0.7658685915854448,0.4346004957505496,1170224895.7839966,0,0,0.0,         
2020-10-20,100.30999755859375,101.7699966430664,100.12000274658203,100.37000274658203,88.15235900878906,11257100,0.005711419613169788,98.40600051879883,99.44320007324218,103.89330013275146,0.2079351507828787,53.221922975889896,0.7310005101064831,0.49388049862173633,1129875157.9185486,0,0,0.0,         
2020-10-21,100.36000061035156,100.98999786376953,99.33000183105469,99.37000274658203,87.27407836914062,10730500,-0.009963136122700278,98.73750076293945,99.35420013427735,103.71075012207031,0.20124211588086688,49.965709822526954,0.6155796427357245,0.518220327444534,1066289814.4721985,0,0,0.0,         
2020-10-22,99.31999969482422,103.23999786376953,99.30999755859375,102.87999725341797,90.3567886352539,14837200,0.035322475695077626,99.24850044250488,99.35300003051758,103.54045009613037,0.22972965713271057,59.36356916189724,0.7981345974180698,0.5742031814392412,1526451095.248413,0,0,0.0,         
2020-10-23,103.5,104.44999694824219,102.93000030517578,103.80999755859375,91.1736068725586,15087600,0.00903966106146914,99.76550025939942,99.38179992675781,103.37230007171631,0.22979055388431532,61.430683402800376,1.0062544911300222,0.6606134433773974,1566243719.165039,0,0,0.0,         
2020-10-26,102.6500015258789,102.69999694824219,100.25,101.23999786376953,88.91643524169922,12410700,-0.024756764813269827,100.01949996948242,99.35839981079101,103.19815002441406,0.23591675903161086,53.35371714008103,0.9528298795949581,0.7190567306209095,1256459241.4878845,0,0,0.0,         
2020-10-27,100.51000213623047,100.91999816894531,99.16000366210938,99.33000183105469,87.23893737792969,10391700,-0.01886602205666743,100.2185001373291,99.35079986572265,103.00880004882812,0.24516709378465448,48.27378034465276,0.7477501741632295,0.7247954193293735,1032207580.027771,1,0,0.0,         
2020-10-28,97.5,98.30000305175781,96.06999969482422,96.54000091552734,84.78855895996094,16389500,-0.028088199578136686,100.23200035095215,99.31519989013673,102.79750003814698,0.2656193739015085,41.98527804043532,0.3559896461713521,0.6510342646977693,1582242345.0050354,0,0,0.0,         
2020-10-29,96.12000274658203,97.9800033569336,95.23999786376953,97.16999816894531,85.34185791015625,14208800,0.006525763905567139,100.24200019836425,99.28759979248046,102.59975002288819,0.2653719265903784,43.76662715042845,0.0952540886592601,0.5398782294900675,1380669069.9829102,0,0,0.0,         
2020-10-30,97.91000366210938,98.41999816894531,96.2300033569336,98.04000091552734,86.10595703125,15194500,0.008953409107504529,100.2495002746582,99.30099975585938,102.40370002746582,0.26513164678204554,46.222349708123836,-0.04070949472014718,0.4237606846480246,1489668793.9109802,0,0,0.0,         
2020-11-02,99.38999938964844,100.87999725341797,97.86000061035156,100.25,88.04695892333984,15011600,0.02254181011663614,100.31000022888183,99.3595997619629,102.2139500427246,0.27398296695392294,51.96130121700152,0.029526479396025707,0.34491384359762484,1504912900.0,0,0,0.0,         
2020-11-03,103.0199966430664,104.73999786376953,102.69000244140625,103.41000366210938,90.8222885131836,17482600,0.03152123353725056,100.57950057983399,99.42659988403321,102.0468000793457,0.29128628348368596,58.741257523418575,0.3362982443630642,0.3431907237507127,1807875730.0231934,0,0,0.0,         
2020-11-04,101.0,102.06999969482422,98.93000030517578,100.25,88.04695892333984,18886500,-0.030558007448047708,100.60550041198731,99.4215998840332,101.8646501159668,0.3086808699606573,50.991035025690806,0.32073397042978513,0.3386993730865272,1893371625.0,0,0,0.0,         
2020-11-05,101.05999755859375,105.0999984741211,101.0,104.3499984741211,91.64789581298828,17837400,0.040897740390235304,100.73400039672852,99.52679992675782,101.70370014190674,0.33369533570404447,58.61965277639717,0.6319500560765619,0.3973495096845342,1861332662.7822876,0,0,0.0,         
2020-11-06,105.02999877929688,105.0999984741211,102.38999938964844,102.95999908447266,90.42707061767578,12552800,-0.01332055016745548,100.82200050354004,99.53899993896485,101.55275016784668,0.3369439352889719,55.46738149458896,0.7576954703740171,0.4694187018224308,1292436276.5075684,0,0,0.0,         
2020-11-09,113.16000366210938,118.9000015258789,110.3499984741211,116.9000015258789,102.67021179199219,47792400,0.1353924103084858,101.54500045776368,99.82160003662109,101.47710018157959,0.58403734845402,71.8287442522196,1.959602237922951,0.7674554090425348,5586931632.925415,0,0,0.0,         
2020-11-10,117.3499984741211,117.44999694824219,114.69000244140625,116.5199966430664,102.33646392822266,20539300,-0.003250683300704438,102.33200035095214,100.14819992065429,101.38755020141602,0.5789304761298245,71.06228089857429,2.8486216550326873,1.1836886582405655,2393239167.050934,0,0,0.0,         
2020-11-11,116.88999938964844,116.95999908447266,113.95999908447266,114.77999877929688,100.80824279785156,14443400,-0.014933040798993824,103.06000022888183,100.44099990844727,101.29030021667481,0.5827609000447384,67.51001437545966,3.3738806661423553,1.6217270598209235,1657813434.3688965,0,0,0.0,         
2020-11-12,112.52999877929688,113.95999908447266,112.05999755859375,113.37000274658203,99.56989288330078,22063000,-0.012284335665711521,103.64250030517579,100.67539993286132,101.17770023345948,0.5860935301702125,64.68809487964896,3.6344812828790367,2.0242779044325463,2501282370.5978394,0,0,0.0,         
2020-11-13,114.69999694824219,114.86000061035156,113.56999969482422,114.08000183105469,100.1934814453125,11847900,0.00626267149397286,104.271000289917,100.93039993286133,101.08630023956299,0.585309496504813,65.47078121827505,3.853875068737466,2.3901973372935306,1351608453.6941528,0,0,0.0,         
2020-11-16,117.79000091552734,118.61000061035156,115.7300033569336,117.30000305175781,103.02152252197266,19858600,0.028225816698984163,105.146000289917,101.20600006103516,101.00595027923583,0.5833639121996098,68.84362662107375,4.23871217704459,2.7599003052437423,2329413840.6036377,0,0,0.0,         
2020-11-17,115.38999938964844,116.44000244140625,114.58000183105469,116.11000061035156,101.97637939453125,14553200,-0.010144948085646477,105.93300018310546,101.52980010986329,100.91005031585694,0.5871509940525944,66.26738829472839,4.396989350027241,3.087318114200442,1689772060.8825684,0,0,0.0,         
2020-11-18,117.33999633789062,118.61000061035156,115.19999694824219,115.25,101.22107696533203,12571200,-0.007406774660501436,106.72700004577636,101.81740005493164,100.79835033416748,0.5861873098274578,64.39200587366362,4.402283504102115,3.350311192180777,1448830800.0,0,0,0.0,         
2020-11-19,114.18000030517578,115.81999969482422,113.55999755859375,115.55999755859375,101.49331665039062,10202500,0.002689783588665895,107.36100006103516,102.13199996948242,100.6881003189087,0.5774328167379446,64.77893962193576,4.380992022605824,3.5564473582657863,1179000875.0915527,0,0,0.0,         
2020-11-20,114.43000030517578,115.6500015258789,114.08999633789062,114.56999969482422,100.62383270263672,12718900,-0.008566959888239523,107.89900016784668,102.40199996948242,100.57510032653809,0.5797517092776928,62.445218496043104,4.235410638880921,3.692240014388813,1457204369.1184998,0,0,0.0,         
2020-11-23,116.05000305175781,118.16999816894531,115.56999969482422,117.87000274658203,103.52214813232422,13209200,0.02880337837608371,108.73050041198731,102.71,100.47575031280518,0.5737689926809251,66.74579309072305,4.3363324689929925,3.821058505309649,1556968440.2801514,0,0,0.0,         
2020-11-24,120.06999969482422,123.5,119.70999908447266,123.31999969482422,108.3087158203125,20121600,0.04623735319629674,109.93000030517578,103.19080001831054,100.40235031127929,0.5795166234603127,72.37266296893891,4.800742975989095,4.0169953994455385,2481395705.859375,0,0,0.0,         
2020-11-25,121.37000274658203,122.37999725341797,120.47000122070312,122.02999877929688,107.17573547363281,11715600,-0.010460597783973902,111.20450019836426,103.63740005493165,100.32250030517578,0.5667938132625083,69.38016378223756,5.006981984209048,4.214992716398241,1429654653.6987305,0,0,0.0,         
2020-11-27,122.0,122.3499984741211,121.08000183105469,121.22000122070312,106.46435546875,5983600,-0.006637692097815284,112.40700035095215,104.09060012817383,100.23920028686524,0.5705036347483939,67.49305494258084,5.046890439146452,4.381372260947883,725331999.3041992,0,0,0.0,         
2020-11-30,120.0,120.72000122070312,117.7699966430664,117.87999725341797,103.53091430664062,14411800,-0.027553241491922398,113.39900016784668,104.48120010375976,100.141300239563,0.5873029786061108,60.21949991121521,4.754204263269571,4.455938661412221,1698862944.416809,0,0,0.0,         
2020-12-01,120.33999633789062,121.58000183105469,119.62999725341797,119.73999786376953,105.16451263427734,12668900,0.015778763604421764,114.37350006103516,104.96980010986329,100.06180023193359,0.5858568833869859,62.63445861928325,4.619088883413795,4.488568705812536,1516974058.9363098,0,0,0.0,         
2020-12-02,119.69999694824219,122.30999755859375,119.2699966430664,122.04000091552734,107.18452453613281,10811300,0.019208310445892662,115.30499992370605,105.5252001953125,99.98455020904541,0.5813409995782922,65.42924336850987,4.64406609268795,4.519668183187619,1319411061.8980408,0,0,0.0,         
2020-12-03,121.8499984741211,121.88999938964844,120.36000061035156,121.23999786376953,106.48192596435547,12904400,-0.006555252751198837,116.35449981689453,106.0952001953125,99.90330017089843,0.5657574116939931,63.64605792523291,4.5468933939142175,4.525113225332939,1564529428.4332275,0,0,0.0,         
2020-12-04,122.4800033569336,123.29000091552734,121.69000244140625,122.33999633789062,107.44800567626953,13583700,0.009072900804213857,117.25399971008301,106.68880004882813,99.83595016479492,0.5539492713725761,65.05625304148757,4.50669365470327,4.521429311207005,1661829808.255005,0,0,0.0,         
2020-12-07,121.1500015258789,122.16999816894531,120.20999908447266,121.87999725341797,107.04401397705078,9724300,-0.00376000570739099,118.19999961853027,107.25699996948242,99.78455013275146,0.5499732684312812,63.93927415201455,4.387144716620497,4.4945723922897045,1185197657.2914124,0,0,0.0,         
2020-12-08,121.04000091552734,122.33000183105469,120.76000213623047,122.0,107.14940643310547,9592100,0.000984597549116506,118.45499954223632,107.77379989624023,99.76325012207032,0.281929017591509,64.11238306995827,4.253057936179033,4.446269501067571,1170236200.0,0,0,0.0,         
2020-12-09,123.16999816894531,123.30000305175781,120.44000244140625,121.05000305175781,106.31504821777344,13073900,-0.007786860231493331,118.6814998626709,108.28779998779297,99.73530014038086,0.2835655098605365,61.59167417375002,4.023753061771913,4.361766213208439,1582595634.8983765,0,0,0.0,         
2020-12-10,119.98999786376953,120.77999877929688,119.55999755859375,120.2699966430664,105.62999725341797,13668400,-0.006443671119594208,118.95599975585938,108.76779998779297,99.72980010986328,0.27837218841107747,59.52238243377054,3.736020776437414,4.2366171258542344,1643898422.1160889,0,0,0.0,         
2020-12-11,118.94000244140625,120.0199966430664,118.37000274658203,119.55999755859375,105.00640869140625,9981600,-0.005903376605054467,119.26549949645997,109.21959991455078,99.74705009460449,0.27478083821858146,57.62457665824024,3.4113756598050315,4.0715688326443935,1193400071.6308594,0,0,0.0,         
2020-12-14,121.33999633789062,121.41999816894531,118.11000061035156,118.30000305175781,103.8998031616211,12112400,-0.010538595956548491,119.47649955749512,109.62779998779297,99.73095012664795,0.27842238751118253,54.31489697081993,3.01763561449296,3.860782189014107,1432896956.9641113,0,0,0.0,         
2020-12-15,119.29000091552734,120.9000015258789,118.62000274658203,120.31999969482422,105.67391204833984,12590200,0.01707520364291648,119.62749938964843,110.05339996337891,99.74775012969971,0.26705293525561585,58.43642097443084,2.835900147504546,3.655805780712195,1514852860.1577759,0,0,0.0,         
2020-12-16,120.30000305175781,121.08000183105469,119.86000061035156,120.66999816894531,105.9813003540039,11169400,0.002908896900006841,119.85549926757812,110.50639999389648,99.75185012817383,0.263562277507366,59.124512729958234,2.689116965919254,3.462468017753607,1347811477.5482178,0,0,0.0,         
2020-12-17,121.26000213623047,121.44999694824219,119.58000183105469,119.66999816894531,105.10303497314453,11618000,-0.008287064019011137,120.0764991760254,110.90519989013671,99.78035011291504,0.2639996821987699,56.258738714036504,2.4636986103647445,3.2627141362758345,1390326038.7268066,0,0,0.0,         
2020-12-18,119.13999938964844,119.87999725341797,118.2699966430664,119.08000183105469,104.58484649658203,28954800,-0.004930194258528253,120.25249938964843,111.25119995117187,99.83535011291504,0.2651239342112429,54.577903213149696,2.2119472152653543,3.052560752073739,3447937637.0178223,0,0,0.0,         
2020-12-21,123.16999816894531,125.0,121.08999633789062,123.55000305175781,108.51073455810547,28323600,0.03753779939510715,120.70149955749511,111.69820007324219,99.9859001159668,0.29086129946279204,63.48027501564389,2.346080012035415,2.9112646040660746,3499380866.4367676,0,0,0.0,         
2020-12-22,123.38999938964844,123.5199966430664,121.61000061035156,121.66999816894531,106.85957336425781,11788200,-0.015216550678877172,120.89149932861328,112.08279998779297,100.09075012207032,0.28280821144758433,58.304486269486155,2.2744619560379107,2.783904074460442,1434270272.4151611,0,0,0.0,         
2020-12-23,122.77999877929688,126.5199966430664,122.3499984741211,125.06999969482422,109.84571838378906,14973200,0.02794445284003233,120.97899932861328,112.56860000610351,100.23630012512207,0.25020612274919557,64.01827911390444,2.4636563420810518,2.7198545279845643,1872698119.430542,0,0,0.0,         
2020-12-24,125.08999633789062,125.55000305175781,123.56999969482422,124.5199966430664,109.36263275146484,4164900,-0.004397561790196236,121.10349922180175,113.05459991455078,100.41865009307861,0.24749085275073449,62.52560925077707,2.5399348188455093,2.683870586156753,518613334.0187073,0,0,0.0,         
2020-12-28,125.81999969482422,126.6500015258789,124.79000091552734,125.33999633789062,110.08283233642578,8072600,0.006585285230730653,121.30949897766114,113.52699981689453,100.52580005645751,0.2464385590152721,63.877887866221755,2.6361651131187784,2.674329491549158,1011819654.4372559,0,0,0.0,         
2020-12-29,126.19999694824219,126.27999877929688,124.88999938964844,125.01000213623047,109.79300689697266,8389200,-0.0026327924948279513,121.66599922180175,113.99699981689453,100.70905006408691,0.22172541823861402,62.89428433184404,2.6551931268686104,2.670502218613049,1048733909.9212646,0,0,0.0,         
2020-12-30,125.48999786376953,125.8499984741211,124.9000015258789,125.36000061035156,110.10040283203125,7398000,0.0027997637640200246,121.94699935913086,114.5081997680664,100.86705005645751,0.21655539853036626,63.53561636906127,2.667762609914547,2.6699542968733487,927413284.5153809,0,0,0.0,         
2020-12-31,125.08999633789062,127.33000183105469,124.81999969482422,127.06999969482422,111.60224914550781,8580200,0.013640707371945116,122.1984992980957,115.04219970703124,101.0829500579834,0.2116647363755979,66.5752721972161,2.7836188257641368,2.6926872026515065,1090286011.3815308,0,0,0.0,         
2021-01-04,127.5,127.86000061035156,124.77999877929688,125.87000274658203,110.5483169555664,16819900,-0.009443589762525684,122.42999954223633,115.57219970703125,101.28580005645752,0.21347268956442975,62.62974427682064,2.7469409611054516,2.7035379543422957,2117120859.197235,0,0,0.0,         
2021-01-05,124.98999786376953,126.30000305175781,123.7699966430664,125.6500015258789,111.14985656738281,13731200,-0.0017478447279138942,122.59549980163574,116.02759979248047,101.49655006408692,0.21214238334881141,61.90539125640724,2.6693506169309558,2.696700486860028,1725325300.9521484,0,0,0.0,         
2021-01-06,129.8800048828125,132.77000427246094,127.87999725341797,131.5500030517578,116.36900329589844,24909100,0.04695584125929142,123.07900009155273,116.58239990234375,101.75915008544922,0.2654145742069884,71.4438961426608,3.0487959035660026,2.7671195702012232,3276792181.0165405,0,0,0.0,         
2021-01-07,135.69000244140625,138.19000244140625,134.9199981689453,135.8699951171875,120.1904525756836,21940400,0.03283916355159655,123.7724998474121,117.2749998474121,101.99635005950928,0.28411292386711967,76.15234608924277,3.6559527355956334,2.9448862032801055,2981042040.8691406,0,0,0.0,         
2021-01-08,135.97000122070312,136.35000610351562,134.1199951171875,136.02000427246094,120.32315826416016,12035100,0.0011040638894852517,124.52099990844727,118.00879989624023,102.21780006408692,0.28030561369250756,76.29848792495422,4.101948673525612,3.176298697329207,1637014353.4194946,0,0,0.0,         
2021-01-11,134.5800018310547,138.1999969482422,134.11000061035156,138.0500030517578,122.11888122558594,15937900,0.014924266398570252,125.41000022888184,118.83899993896485,102.4174500656128,0.27798431242499316,78.24168501777662,4.56656706115227,3.4543523700938197,2200227143.638611,0,0,0.0,         
2021-01-12,139.44000244140625,141.66000366210938,138.8300018310547,140.22000122070312,124.03846740722656,18033500,0.015718928800977583,126.4430004119873,119.7,102.66290008544922,0.27519137579858993,80.11817132523774,5.05164893318414,3.7738116827118837,2528657392.01355,0,0,0.0,         
2021-01-13,138.58999633789062,140.7899932861328,138.10000610351562,140.35000610351562,124.15345764160156,14816800,0.0009271493487428284,127.54550056457519,120.54620010375976,102.8971501159668,0.2677781498627128,80.22818625631555,5.3845009439954765,4.095949534968603,2079537970.4345703,0,0,0.0,         
2021-01-14,140.49000549316406,142.75,140.0,141.1699981689453,124.87883758544922,18565600,0.005842479727609762,128.58800048828124,121.36460006713867,103.15285011291503,0.26609019103958986,80.94441581544238,5.649333072283724,4.406626242431628,2620905718.005371,0,0,0.0,         
2021-01-15,137.42999267578125,141.64999389648438,137.00999450683594,138.63999938964844,122.64077758789062,27881000,-0.017921646327919483,129.48650054931642,122.06919998168945,103.42425010681153,0.28137041177548205,72.24823936791171,5.590619502966945,4.643424894538692,3865421822.982788,0,0,0.0,         
2021-01-19,139.86000061035156,140.6999969482422,137.82000732421875,138.0399932861328,122.11005401611328,19843800,-0.0043277993808216175,130.40500030517578,122.82499984741212,103.67690006256103,0.2788360222590141,70.31879219372203,5.433044344925889,4.801348784616131,2739238018.7713623,0,0,0.0,         
2021-01-20,137.82000732421875,138.1699981689453,135.44000244140625,135.97000122070312,120.27889251708984,16028800,-0.01499559668290451,131.2495002746582,123.45739990234375,103.93650005340577,0.2868696501777408,63.971481873975705,5.082545417082514,4.857588111109408,2179435955.5664062,0,0,0.0,         
2021-01-21,135.69000244140625,136.16000366210938,134.32000732421875,134.8300018310547,119.27045440673828,13411700,-0.008384197833447238,131.81350021362306,124.09479995727538,104.16335006713867,0.2672653757371711,60.72078603609232,4.659077127238021,4.817885914335131,1808299535.5575562,0,0,0.0,         
2021-01-22,132.69000244140625,134.39999389648438,132.1999969482422,133.7899932861328,118.3504638671875,12933200,-0.007713480166120834,132.41949996948242,124.43259979248047,104.3791000366211,0.2611777458603108,57.83352177135477,4.191241436428896,4.6925570187538845,1730332741.168213,0,0,0.0,         
2021-01-25,132.13999938964844,133.1699981689453,130.05999755859375,132.1199951171875,116.87320709228516,14212800,-0.012482235239923645,132.7719997406006,124.74459976196289,104.56819999694824,0.2531380317985986,53.43937749785412,3.643720839708976,4.482789782944903,1877795066.6015625,0,0,0.0,         
2021-01-26,132.75,133.1699981689453,131.33999633789062,131.5800018310547,116.39551544189453,11307800,-0.004087142795107246,133.125,125.08059982299805,104.71229999542237,0.25302228975235047,52.06193948421672,3.1301514395137247,4.212262114258667,1487880344.7052002,0,0,0.0,         
2021-01-27,129.58999633789062,129.85000610351562,127.3499984741211,127.86000061035156,113.10480499267578,17603900,-0.028271782709651472,133.25100021362306,125.37039978027343,104.86064998626709,0.2755059260432033,43.70445162064101,2.3953587757204673,3.8488814465510277,2250834664.744568,0,0,0.0,         
2021-01-28,129.89999389648438,132.1699981689453,128.99000549316406,130.11000061035156,115.09517669677734,13761800,0.01759737204175993,133.5060001373291,125.69099975585938,105.03369998931885,0.2811353432617932,49.03366306277275,1.9718561613443342,3.473476389509689,1790547806.3995361,0,0,0.0,         
2021-01-29,131.19000244140625,131.72000122070312,128.19000244140625,128.6699981689453,113.82135009765625,14808100,-0.011067576932219936,133.6715000152588,125.91839965820313,105.22309997558594,0.2849923070033033,46.03036322082363,1.502708833828109,3.0793228783733735,1905358199.885559,0,0,0.0,         
