Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,164.60049438476562,167.79400634765625,164.0,166.9324951171875,166.9324951171875,104468000,-0.007450142689235051,158.83509979248046,161.06153900146484,127.4759243774414,0.42658404529499194,56.68940635748093,2.6186098917584104,1.1014071571748998,17439103899.902344,0,0,0.0,         
2020-10-16,168.1614990234375,169.98300170898438,158.0,163.635498046875,163.635498046875,129488000,-0.019750480983333984,159.62959976196288,161.10924896240235,127.81959938049316,0.42799065074575926,52.66191680329113,2.4046615835479486,1.3620580424495097,21188833371.09375,0,0,0.0,         
2020-10-19,164.98049926757812,166.4499969482422,159.63699340820312,160.36050415039062,160.36050415039062,104472000,-0.020013957457728493,160.2464500427246,161.1489990234375,128.15265941619873,0.43737528574354334,48.94233737544222,1.9483816399763612,1.4793227619548799,16753182589.59961,1,0,0.0,         
2020-10-20,161.11399841308594,163.3000030517578,159.60049438476562,160.85049438476562,160.85049438476562,90194000,0.003055554339711275,160.46650009155275,161.21784881591796,128.48119190216065,0.3908494097019974,49.516857398859614,1.6077811143934753,1.505014432442599,14507749490.53955,0,0,0.0,         
2020-10-21,160.625,161.69400024414062,158.0,159.2469940185547,159.2469940185547,91854000,-0.009968886774915697,160.92919998168946,161.32211883544923,128.80071186065675,0.35979402117988596,47.628109869296544,1.1946919997303098,1.4429499459001411,14627473388.580322,0,0,0.0,         
2020-10-22,159.49349975585938,159.9375,156.0970001220703,158.82000732421875,158.82000732421875,84240000,-0.0026812857408547996,161.32072525024415,161.33627899169923,129.12181938171386,0.36014660239441654,47.11277505518385,0.8233703416884168,1.3190340250577965,13378997416.992188,0,0,0.0,         
2020-10-23,159.5500030517578,160.26649475097656,157.0,160.22000122070312,160.22000122070312,69334000,0.008814971867029398,161.59390029907226,161.37965911865234,129.44765689849854,0.35141903772967364,49.05898727234362,0.6347461017262788,1.1821764403914932,11108693564.63623,0,0,0.0,         
2020-10-26,159.93699645996094,164.1490020751953,157.6649932861328,160.3520050048828,160.3520050048828,118024000,0.0008238907949942309,161.67637557983397,161.43867919921874,129.77862693786622,0.3402430353082726,49.24862822255161,0.49026022013237025,1.0437931963396685,18925385038.69629,0,0,0.0,         
2020-10-27,161.2469940185547,164.58299255371094,160.56500244140625,164.31649780273438,164.31649780273438,85820000,0.024723687101579017,162.03000030517578,161.5425991821289,130.12738441467286,0.34832378249365414,54.70272186047032,0.6877278555197961,0.9725801281756941,14101641841.430664,0,0,0.0,         
2020-10-28,162.46499633789062,163.2010040283203,158.12350463867188,158.13900756835938,158.13900756835938,111766000,-0.037595069983728635,162.06512603759765,161.39288940429688,130.4507194519043,0.37624201048900274,46.3450180240491,0.34181036761944483,0.8464261760644443,17674564319.885254,1,0,0.0,         
2020-10-29,160.06350708007812,162.8625030517578,158.1999969482422,160.55050659179688,160.55050659179688,131930000,0.015249235849637444,162.03950119018555,161.3434194946289,130.78796699523926,0.371033065042943,49.583282488261794,0.25926741039199896,0.7289944229299552,21181428334.65576,0,0,0.0,         
2020-10-30,157.8874969482422,158.35000610351562,150.9499969482422,151.8074951171875,151.8074951171875,167728000,-0.0544564552314909,161.81737594604493,161.08219940185546,131.07751945495605,0.4059779322332498,40.12740252357207,-0.5058058208563807,0.4820343741726881,25462367541.015625,0,0,0.0,         
2020-11-02,153.08700561523438,153.98550415039062,147.50599670410156,150.2239990234375,150.2239990234375,145148000,-0.010430948040659138,161.33057556152343,160.80195953369142,131.36245944976807,0.39621376864878805,38.68831527227829,-1.2257767779357778,0.14047214375099493,21804713010.253906,0,0,0.0,         
2020-11-03,150.92649841308594,153.7449951171875,149.0489959716797,152.42050170898438,152.42050170898438,97958000,0.014621516534147005,161.20170059204102,160.54290954589842,131.6515619659424,0.38615143386172457,41.80594220101069,-1.6006680340320258,-0.20775589180560922,14930807506.408691,0,0,0.0,         
2020-11-04,157.99949645996094,162.24249267578125,156.9864959716797,162.05799865722656,162.05799865722656,136780000,0.06322966294024535,161.31537551879882,160.43757965087892,131.98998695373535,0.43505610159339647,53.07949431062225,-1.1073418481048805,-0.3876730830654635,22166293056.33545,0,0,0.0,         
2020-11-05,165.99850463867188,168.33999633789062,164.44400024414062,166.10000610351562,166.10000610351562,115786000,0.024941733698923496,161.64400100708008,160.31772979736328,132.34934200286864,0.4430297727711971,56.85464044132985,-0.38577410731144823,-0.38729328791466044,19232055306.70166,0,0,0.0,         
2020-11-06,165.23199462890625,166.10000610351562,161.60000610351562,165.56849670410156,165.56849670410156,92946000,-0.003199936061909714,161.7058006286621,160.2290997314453,132.71177448272704,0.430991505462827,56.214146206024694,0.1415534196510464,-0.28152394640151907,15388929494.659424,0,0,0.0,         
2020-11-09,161.55149841308594,164.4499969482422,155.60549926757812,157.18699645996094,157.18699645996094,143808000,-0.05062255447737596,160.95782546997071,159.97103973388673,133.0406244659424,0.43040175606169784,47.18670870608169,-0.1155210834824345,-0.24832337381770217,22604747586.914062,1,0,0.0,         
2020-11-10,154.75100708007812,155.6999969482422,150.9739990234375,151.75100708007812,151.75100708007812,131820000,-0.03458294580536425,159.9363006591797,159.55509979248046,133.33606700897218,0.44321862178921245,42.427765200966746,-0.7492564301049356,-0.34850998507514885,20003817753.2959,0,0,0.0,         
2020-11-11,153.08900451660156,156.95750427246094,152.5,156.8695068359375,156.8695068359375,87338000,0.03372959332756431,159.37050094604493,159.19337005615233,133.65591453552247,0.4595511543674195,47.76929350535674,-0.8289208216624786,-0.44459215239261485,13700668988.03711,0,0,0.0,         
2020-11-12,157.99749755859375,158.79400634765625,154.30250549316406,155.51400756835938,155.51400756835938,87240000,-0.008640935353967705,158.79957656860353,158.7722003173828,133.9658145904541,0.45972081749424704,46.537889908745804,-0.9900205478273278,-0.5536778314795575,13567042020.263672,0,0,0.0,         
2020-11-13,156.10000610351562,157.08599853515625,154.26950073242188,156.4405059814453,156.4405059814453,75124000,0.005957652481424658,158.43982696533203,158.53301055908204,134.24583713531493,0.4564446351041679,47.533442585425426,-1.031047291239389,-0.6491517234315238,11752436571.350098,0,0,0.0,         
2020-11-16,154.66000366210938,157.13499450683594,153.63450622558594,156.55299377441406,156.55299377441406,76174000,0.0007190451875813686,158.24945144653321,158.36945037841798,134.52755210876464,0.45140837806942435,47.66087795457472,-1.0424675393026916,-0.7278148866057574,11925267747.772217,0,0,0.0,         
2020-11-17,159.177001953125,159.46249389648438,156.76300048828125,156.7830047607422,156.7830047607422,68894000,0.001469221257177411,158.04607696533202,158.3552703857422,134.79904964447022,0.45126304255924643,47.9393265693793,-1.0211866003938894,-0.786489229363384,10801408329.986572,0,0,0.0,         
2020-11-18,156.6999969482422,157.0,155.2550048828125,155.2729949951172,155.2729949951172,58336000,-0.00963120822903818,157.84737701416014,158.19212036132814,135.0654471206665,0.4511745689223258,46.20156119891349,-1.1133326654537257,-0.8518579165814524,9058005436.035156,0,0,0.0,         
