Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,117.30303955078125,112559200,-0.00396075045188371,114.75499992370605,116.92299942016602,88.5934997177124,0.43181264914158657,56.81549238350102,1.6900424642460905,0.7898006270685816,13587020928.948975,0,0,0.0,         
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,115.66075897216797,115393800,-0.014000517390639566,115.36399993896484,117.02534942626953,88.81316219329834,0.41620731830811447,54.01124402928115,1.6417925271170617,0.9601990070782777,13734169688.630676,0,0,0.0,         
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,112.70657348632812,120639300,-0.025541870037600223,115.65900001525878,117.12269943237305,89.02127471923828,0.41966195036974446,49.29771224274123,1.342773396545354,1.036713884971693,13991746418.978119,1,0,0.0,         
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,114.19337463378906,124423700,0.013191918736096486,115.94400024414062,117.21834945678711,89.23407474517822,0.41873778781156323,51.5876393740227,1.2152480726904002,1.0724207225154345,14621029252.797699,0,0,0.0,         
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,113.57142639160156,89946000,-0.005446339698866431,116.43150024414062,117.36824951171874,89.44543724060058,0.3857292694126841,50.55899397111778,1.0504320064196548,1.0680229792962788,10511989267.044067,1,0,0.0,         
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,112.48306274414062,101988000,-0.009583320957137431,116.80800018310546,117.42304946899414,89.64519973754882,0.3883168950502767,48.72785404849691,0.8199869262075907,1.0184157686785411,11805111000.0,0,0,0.0,         
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,111.79308319091797,82572600,-0.006133901377733508,116.946000289917,117.42364944458008,89.83336223602295,0.368217753738376,47.55210076581912,0.5734561024800229,0.9294238354388374,9499151979.597473,0,0,0.0,         
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,111.80282592773438,111850700,8.694485527538376e-05,116.95050048828125,117.42649948120118,90.02069976806641,0.35857877730599536,47.571293096630136,0.37456795113942576,0.8184526585789551,12868423376.341248,0,0,0.0,         
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,113.3090591430664,92276800,0.01347236315731326,117.07600059509278,117.46634948730468,90.20749977111817,0.360246464294099,50.58879401351226,0.33812167878315336,0.7223864626197948,10759474739.196777,0,0,0.0,         
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,108.06145477294922,143937800,-0.046312192080151804,116.84550056457519,117.37909942626953,90.37264976501464,0.39354465911530384,41.60479320489095,-0.125055684002362,0.5528980332953635,16005882920.736694,0,0,0.0,         
