Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,338.29998779296875,339.6099853515625,332.82000732421875,338.57000732421875,329.11785888671875,3727300,-0.012051370690694618,338.96000213623046,338.9620025634766,303.93715164184573,0.26102937528452735,48.66675876130518,2.4002233595024904,2.3252408017586372,1261951988.2995605,1,0,0.0,         
2020-10-16,340.0,344.9800109863281,339.2300109863281,339.3999938964844,329.92462158203125,3324600,0.002451447423902575,339.16700134277346,339.1472021484375,304.11720153808596,0.25703989521794063,49.367792711154365,1.9551981478583116,2.2512322709785724,1128369219.708252,0,0,0.0,         
2020-10-19,340.1199951171875,341.29998779296875,330.42999267578125,331.6700134277344,322.4104919433594,2937600,-0.022775429015203796,339.3580017089844,339.22020263671874,304.2734016418457,0.25784313548154714,43.42040504673657,0.9676135925347467,1.9945085352898073,974313831.4453125,1,0,0.0,         
2020-10-20,333.0400085449219,336.79998779296875,331.67999267578125,331.7200012207031,322.4589538574219,2677800,0.00015071544289502192,339.17850189208986,339.3970025634766,304.42585159301757,0.24433628170201527,43.46783453168863,0.1868257039849368,1.6329719690288331,888279819.2687988,0,0,0.0,         
2020-10-21,332.489990234375,336.32000732421875,331.29998779296875,333.4200134277344,324.1115417480469,2725300,0.005124840831952637,339.62300262451174,339.49460266113283,304.5919017028809,0.2141003765129581,45.15176438679094,-0.29141825718392056,1.2480939237862825,908669562.5946045,0,0,0.0,         
2020-10-22,333.3699951171875,335.3800048828125,329.25,333.6000061035156,324.28656005859375,2256000,0.0005398376478089606,339.8925033569336,339.6140026855469,304.73440170288086,0.21088431523590961,45.33741910259355,-0.6484314234825774,0.8687888543325106,752601613.7695312,0,0,0.0,         
2020-10-23,335.69000244140625,335.69000244140625,328.30999755859375,329.6099853515625,320.4079895019531,2945400,-0.011960493641942627,339.78400268554685,339.68240234375,304.8369515991211,0.2121292792060417,41.9477522058496,-1.2390453154851002,0.44722202036898845,970833250.8544922,0,0,0.0,         
2020-10-26,326.4100036621094,327.239990234375,314.2300109863281,318.05999755859375,309.180419921875,5173300,-0.03504137710102906,338.7675018310547,339.5076025390625,304.8714015197754,0.23165077595264352,34.01888183987896,-2.6090233703052945,-0.16402705776586812,1645419785.369873,0,0,0.0,         
2020-10-27,318.8999938964844,319.55999755859375,312.3599853515625,317.1099853515625,308.2569274902344,4314900,-0.002986896228143965,337.8115005493164,339.24520202636717,304.88090148925784,0.23130468714204755,33.45868096439696,-3.728419989653389,-0.8769056441433724,1368297875.793457,0,0,0.0,         
2020-10-28,301.69000244140625,302.0,288.6000061035156,291.3800048828125,283.2453308105469,11518200,-0.0811389790839433,335.4720001220703,338.45280212402344,304.7846014404297,0.35897750874682655,22.60253197517443,-6.615485070813293,-2.0246215294773564,3356173172.241211,0,0,0.0,         
2020-10-29,293.20001220703125,295.29998779296875,287.54998779296875,293.17999267578125,284.9949951171875,9582300,0.006177458174223993,332.9625,337.66840209960935,304.6792514038086,0.3527461958857808,24.449332841179768,-8.658451734154028,-3.3513875704126908,2809338643.8171387,0,1,0.0,         
2020-10-30,289.8500061035156,291.8500061035156,281.20001220703125,288.6400146484375,280.5817565917969,6892800,-0.01548529279200972,330.45300140380857,336.69480224609373,304.5209515380859,0.35331336841557576,22.961151501184347,-10.52255831605629,-4.785621719541411,1989537892.96875,0,0,0.0,         
2020-11-02,294.239990234375,294.8399963378906,288.1199951171875,289.9700012207031,281.87457275390625,5094900,0.004607769209981294,327.78900146484375,335.7522021484375,304.3525015258789,0.34795892492032454,24.412648554927586,-11.75702969137103,-6.179903313907335,1477368159.2193604,0,1,0.0,         
2020-11-03,294.45001220703125,300.3399963378906,291.7799987792969,295.3900146484375,287.1433410644531,4097700,0.018691635013682317,325.68700256347654,334.7872021484375,304.2198016357422,0.3588474750812986,30.18549282608734,-12.157859131455098,-7.375494477416888,1210419663.0249023,0,0,0.0,         
2020-11-04,305.0899963378906,312.7200012207031,302.239990234375,307.20001220703125,298.6235656738281,4790100,0.03998103176456236,323.8520034790039,333.9780023193359,304.1342517089844,0.38513660755033724,40.79578762432213,-11.391240122499767,-8.178643606433464,1471518778.4729004,0,0,0.0,         
